[Tue 14:02]	<manu-db>	Agenda: http://lists.w3.org/Archives/Public/public-webpayments/2012Apr/0000.html
[Tue 14:27]	<dlongley>	manu: we have license, etc. we need these things.
[Tue 14:27]	<dlongley>	manu: webpage is a bit weird ... maybe we want an assets vocabulary
[Tue 14:28]	<manu-db>	dlongley: I'd rather we consolidate rather than split vocabularies... we could put "pay" into commerce vocabulary.
[Tue 14:28]	<manu-db>	dlehn: Once we have everything defined, it's not that big of a deal to move them together.
[Tue 14:28]	<dlongley>	dlehn: it's probably worth thinking about that. .. once we define everything it isn't that hard to put them together.
[Tue 14:29]	<manu-db>	dlongley: The purpose of data was being able to buy and sell bits of information in a P2P system (paying for data streams)
[Tue 14:29]	<dlongley>	dlehn: the webpage term has a content url that is the same as the data one... what's the difference?
[Tue 14:29]	<dlongley>	dlehn: what's the difference in meaning?
[Tue 14:30]	<dlongley>	dlehn: could it all be collapsed into a resource or something because it's the same?
[Tue 14:30]	<dlongley>	manu: i don't think there's an obvious answer to your question because we haven't done that much with data at the moment.
[Tue 14:30]	<dlongley>	manu: we could have byte ranges or other things specified to talk about data
[Tue 14:30]	<dlongley>	manu: you could specify a file, etc. we just don't have a byte range example
[Tue 14:32]	<dlongley>	dlongley: the meaning might be subtly different because when you buy data it might be a small chunk of data, not the whol efile
[Tue 14:32]	<dlongley>	dlongley: you might also buy the data in different formats so the content URL refers to a song ... but the data could be purchased as mp3 or ogg, etc.
[Tue 14:32]	<dlongley>	manu: we could have separate classes for this that would better clarify this or the property meaning
[Tue 14:33]	<dlongley>	manu: we might just break this up into sections to make the vocab a little clearer
[Tue 14:33]	<dlongley>	dlongley: it's sort of a way to add in layers like david nicol mentioned on the previous call
[Tue 14:34]	<dlongley>	dlehn: we might have a better generalized way to approach all this so i think we need more experience
[Tue 14:35]	<dlongley>	dlongley: i think doign the layers is a good idea to try organizing this data and see if it works well instead of having to split vocabs up so much.
[Tue 14:35]	<manu-db>	http://www.productontology.org/
[Tue 14:35]	<dlongley>	manu: this describes any type of product you can think of, we could possibly reuse this.
[Tue 14:36]	<manu-db>	dlongley: We could make it the general case that the PaySwarm Authority doesn't need to know the specific type of asset sold. The only concern is whether or not there are any rules that need to be applied based on the type of asset sold.
[Tue 14:37]	<dlongley>	manu: we could just always import those other terms in from another vocabulary
[Tue 14:37]	<dlongley>	manu: maybe if we're doing crowd funding ... there is an example of asset that needs to be processed differently
[Tue 14:38]	<manu-db>	dlongley: For example, for data, we may need to apply some rules that would need the code to do something different.
[Tue 14:38]	<dlongley>	dlehn: i agree that the processing rules need to be things that are standardized and that we understand...
[Tue 14:38]	<dlongley>	dlehn: there may be extensions, etc., but this shouldn't be free form
[Tue 14:39]	<dlongley>	manu: we could get rid of webpage now if we're not using it to affect processing
[Tue 14:39]	<dlongley>	manu: and we tell people to use another vocab to mark things up how they want to be more descriptive
[Tue 14:40]	<manu-db>	dlongley: Yeah, that's fine - remove them for now. Would be better to give people fewer options in the beginning.
[Tue 14:40]	<dlongley>	dlongley: especially if these things are specifically there to change the processing rules.
[Tue 14:40]	<dlongley>	manu: the next thing that's up is the no additional payees rule.
[Tue 14:41]	<dlongley>	manu: the reason that this exists is so that we can specify, in a listing (selling an article, etc), that they don't want any additional people adding fees to the item that they are selling
[Tue 14:41]	<dlongley>	manu: so we definitely need that and it's not a general commerce thing it's specific to payswarm which is why it's here.
[Tue 14:41]	<manu-db>	http://payswarm.com/specs/source/vocabs/payswarm#asset
[Tue 14:42]	<dlongley>	manu: we definitely need that, assets are in contracts, receipts, they are what's for sale.
[Tue 14:42]	<manu-db>	http://payswarm.com/specs/source/vocabs/payswarm#assetAcquirer
[Tue 14:42]	<dlongley>	manu: next is assetAcquirer
[Tue 14:42]	<dlongley>	dlehn: yes, we use it
[Tue 14:42]	<dlongley>	dlongley: yes, i believe so
[Tue 14:43]	<dlongley>	manu: assetProvider ... do we need that?
[Tue 14:43]	<dlongley>	dlongley: yes
[Tue 14:43]	<dlongley>	manu: do we need authority?
[Tue 14:43]	<dlongley>	manu: can't we get that from the asset provider?
[Tue 14:43]	<dlongley>	dlehn: that isn't necessarily true, i didn't think those were bound together
[Tue 14:44]	<dlongley>	dlongley: it might be used to specify the ID in the client config
[Tue 14:44]	<dlongley>	dlehn: i think we should do that a different way
[Tue 14:45]	<dlongley>	manu: there might be an argument to push a .well-known linked data services thing that can be served up in JSON-LD
[Tue 14:45]	<dlongley>	dlehn: i think how it's being used now is confusing, pointing it at a config URL
[Tue 14:46]	<manu-db>	dlongley: We may still need ps:authority - we could use it in the service discovery stage to specify which authority IRI to trust when receiving signatures from it.
[Tue 14:47]	<dlongley>	dlongley: it specifies the owner for all keys to be trusted.
[Tue 14:47]	<manu-db>	http://payswarm.com/specs/source/vocabs/payswarm#authority.
[Tue 14:47]	<dlongley>	dlongley: the spec might need to be updated to cover that use.
[Tue 14:49]	<manu-db>	dlongley: There are two different URLs - there is a distinction between where the asset is vs. where the information about the asset is.
[Tue 14:49]	<dlongley>	dlongley: the asset URL and the asset information URL may be different because the asset itself can't have the markup in it due to data format limitations.
[Tue 14:49]	<manu-db>	dlehn: The @id has the information about the asset, the contentUrl has the location of the data.
[Tue 14:50]	<dlongley>	manu: are we using these URLs?
[Tue 14:50]	<manu-db>	manu: We need to determine if we're using this, right?
[Tue 14:50]	<dlongley>	dlehn: it's a required feature
[Tue 14:51]	<dlongley>	dlehn: we might be able to avoid this now for webpages, but we'll immediately have a need for it
[Tue 14:51]	<dlongley>	dlehn: for any raw data stream that can't have embedded asset information in it
[Tue 14:51]	<dlongley>	dlehn: if you're buying something that doesn't have content, you don't need this property, like buying radio spectrum ... there is no content.
[Tue 14:51]	<dlongley>	manu: should we use content URL or just content.
[Tue 14:52]	<dlongley>	dlehn: i think we had a reason to do it at some point ...
[Tue 14:52]	<dlongley>	manu: maybe we wanted to be explicit to say they had to put a URL there, but we don't need to do that.
[Tue 14:52]	<dlongley>	manu: it makes it look ugly and we have plenty of other URL properties where we don't have that, it isn't a design pattern that is supported or useful.
[Tue 14:52]	<dlongley>	manu: let's drop it.
[Tue 14:53]	<dlongley>	dlongley: we should drop URL, but we might change it to assetContent or something more explicit
[Tue 14:54]	<dlongley>	dlehn: why do we need "asset" there?"
[Tue 14:54]	<manu-db>	http://dublincore.org/documents/dcmi-terms/
[Tue 14:54]	<dlongley>	dlongley: you can move properties around outside of an asset, there might be some confusion if it isn't general enough
[Tue 14:54]	<dlongley>	manu: maybe we should use something from dublin core?
[Tue 14:54]	<dlongley>	dlehn: do we need to support more structure/data formats, etc?
[Tue 14:55]	<dlongley>	manu: we could allow base64-encoding content instead of it being a URL, etc.
[Tue 14:55]	<dlongley>	dlehn: it seems like it might be a case that comes up with buying ebook formats, etc. various different formats.
[Tue 14:56]	<dlongley>	dlehn: it may be that the people are providing it may take you to a link outside of the contract with more information
[Tue 14:56]	<dlongley>	manu: dc:source doesn't really fit since it refers to the source material, i dont' see anything in dublin core that really fits.
[Tue 14:57]	<dlongley>	manu: let's just use content for now.
[Tue 14:58]	<manu-db>	dlongley: Is there a situation where ps:content would be ambiguous?
[Tue 14:59]	<dlongley>	manu: someone could use it in a way that's confusing, but i think in payswarm we're being very specific about its meaning
[Tue 14:59]	<dlongley>	manu: ok, we're at the top of the hour, we'll finish up the payswarm vocab
[Tue 14:59]	<dlongley>	manu: and get the documents updated.
